dates,ET,Tr,Es,Ei,Esb,RF,GW,SM1,SM2,SM3
2005-01-07,0.0025722982827574,0.000257741980021819,0,-8.73890539799288e-11,0.00231455636094427,0,6663.7421875,0.249356329441071,0.277318328619003,0.134331971406937
2005-01-08,0,0,0,0,0,0,6663.7685546875,0.248736172914505,0.277333766222,0.134333238005638
2005-01-09,0.0526387393474579,0.00412822142243385,0,1.53116034417989e-07,0.0485103630938528,0,6663.794921875,0.248117566108704,0.277346342802048,0.134334489703178
2005-01-10,0.0679745599627495,0.00568331079557538,0,9.87299493420943e-08,0.0622911486155245,0,6663.8212890625,0.247500479221344,0.277357786893845,0.134335741400719
2005-01-11,0.0766776204109192,0.00610958924517035,0,5.43790455004775e-07,0.0705674846503189,0,6663.84765625,0.246884942054749,0.277368903160095,0.13433700799942
2005-01-12,0.11667212843895,0.0095767704769969,0,4.86462900424599e-07,0.107094871456026,0,6663.8740234375,0.246270909905434,0.277377605438232,0.134338244795799
2005-01-13,0.0912976190447807,0.00710168341174722,0,5.05301291463501e-07,0.0841954290026234,0,6663.900390625,0.245658412575722,0.277387917041779,0.13433949649334
2005-01-14,0.101504489779472,0.00799767579883337,0,2.72103984139426e-07,0.0935065401638869,0,6663.9267578125,0.245047450065613,0.277397572994232,0.13434074819088
2005-01-15,0.112509272992611,0.0100739989429712,0,5.96204859499747e-07,0.102434675143009,0,6663.953125,0.244437992572784,0.277405768632889,0.134341984987259
2005-01-16,0.19411937892437,0.0210138559341431,0,4.92370147458509e-07,0.173105027514865,0,6663.9794921875,0.243830054998398,0.277406454086304,0.134343191981316
2005-01-17,0.167635068297386,0.0182858370244503,0,8.39730933109594e-07,0.149348394716701,0,6664.005859375,0.243223607540131,0.277408957481384,0.134344398975372
2005-01-18,0.138336211442947,0.0154072614386678,0,3.40428463252281e-07,0.122928613343916,0,6664.0322265625,0.242618680000305,0.277413338422775,0.13434562087059
2005-01-19,0.167221710085869,0.018696079030633,0,0,0.148525635726823,0,6664.05859375,0.242015242576599,0.277415454387665,0.134346842765808
2005-01-20,0.201968908309937,0.0213784500956535,0,4.88973743981509e-07,0.180589968566135,0,6664.0849609375,0.241413325071335,0.277415692806244,0.134348049759865
2005-01-21,0.219068378210068,0.0237094704061747,0,5.24421558288134e-07,0.195358379997165,0,6664.111328125,0.24081289768219,0.277414262294769,0.13434924185276
2005-01-22,0.249720647931099,0.0270014423877001,0,0,0.222719200040173,0,6664.1376953125,0.240213945508003,0.277410566806793,0.134350433945656
2005-01-23,0.263432085514069,0.0296525992453098,0,1.22041938469711e-06,0.23377825785572,0,6664.1640625,0.239616483449936,0.277405023574829,0.13435161113739
2005-01-24,0.411585777997971,0.0456989705562592,0,4.83546359938268e-05,0.365838464164093,0,6664.1904296875,0.239020496606827,0.277388453483582,0.134352743625641
2005-01-25,0.249131232500076,0.0247709844261408,0,7.70487189112497e-06,0.2243525487311,0,6664.216796875,0.238426014780998,0.277386128902435,0.134353935718536
2005-01-26,0.113230764865875,0.0124096069484949,0,3.69145735574587e-05,0.100784243760547,0,6664.2431640625,0.237833023071289,0.27739217877388,0.134355157613754
2005-01-27,0.318759888410568,0.0375339165329933,0,1.06668495403554e-06,0.281224909134157,0,6664.26953125,0.237241476774216,0.277381032705307,0.134356305003166
2005-01-28,0.325632482767105,0.036146517843008,0,0.000176447753410191,0.289309528146696,0,6664.2958984375,0.236651405692101,0.277370780706406,0.134357452392578
2005-01-29,0.270056188106537,0.0233812686055899,0,4.30222959043286e-08,0.246674876136754,0,6664.322265625,0.236062809824944,0.277369171380997,0.134358644485474
2005-01-30,0.182700902223587,0.0162187181413174,0,6.25594478459739e-07,0.166481558582353,0,6664.3486328125,0.235475689172745,0.277372419834137,0.134359866380692
2005-01-31,0.122256591916084,0.0101106334477663,0,5.60428667923107e-07,0.11214539905401,0,6664.375,0.234890043735504,0.277379781007767,0.134361103177071
2005-02-01,0.158765718340874,0.011715498752892,0,3.64263692284892e-07,0.147049860559685,0,6664.40087890625,0.234305843710899,0.277385979890823,0.13436233997345
2005-02-02,0.263419210910797,0.021614346653223,0,5.94842245301413e-07,0.24180427657832,0,6664.4267578125,0.23372308909893,0.277385383844376,0.134363546967506
2005-02-03,0.227283641695976,0.0197085272520781,0,2.22027469705359e-06,0.207572888821864,0,6664.45263671875,0.233141779899597,0.277386039495468,0.134364739060402
2005-02-04,0.347340673208237,0.0304953325539827,0,7.68176203057046e-07,0.316844584349595,0,6664.478515625,0.2325619161129,0.277379274368286,0.134365901350975
2005-02-05,0.170664250850677,0.014120964333415,0,3.95106188852275e-05,0.156503775613445,0,6664.50439453125,0.231983512639999,0.277383655309677,0.134367123246193
2005-02-06,0.29710578918457,0.0257114320993423,0,0.00010733106652938,0.271287038295492,0,6664.5302734375,0.231406539678574,0.277380049228668,0.134368315339088
2005-02-07,0.315503597259521,0.0277756359428167,0,0.000248520188974555,0.287479427987164,0,6664.55615234375,0.230830997228622,0.277375012636185,0.134369492530823
2005-02-08,0.202829241752625,0.0181299317628145,0,9.62719848236093e-05,0.184603033942652,0,6664.58203125,0.230256885290146,0.277376502752304,0.134370699524879
2005-02-09,0.198361560702324,0.016472177579999,0,1.37361995870146e-05,0.181875650516463,0,6664.60791015625,0.229684203863144,0.277379065752029,0.134371921420097
2005-02-10,0.317551225423813,0.0278372280299664,0,5.51867714430717e-06,0.289708476386996,0,6664.6337890625,0.229112952947617,0.277373820543289,0.134373098611832
2005-02-11,0.408359825611115,0.0391596741974354,0,0,0.369200162157729,0,6664.65966796875,0.22854308784008,0.277360826730728,0.134374246001244
2005-02-12,0.405773669481277,0.0416327007114887,0,2.22161411450652e-06,0.364138752633365,0,6664.685546875,0.22797466814518,0.277346074581146,0.134375378489494
2005-02-13,0.732908308506012,0.089817076921463,0,0.00240118931836497,0.640690018827508,0,6664.71142578125,0.295083075761795,0.277298450469971,0.134376347064972
2005-02-14,0.440028786659241,0.0539069809019566,0,0.0050813553762935,0.381040464725795,0,6664.7373046875,0.321741193532944,0.281868934631348,0.134377434849739
2005-02-15,0.0164126288145781,0.00169050984550267,0,0.000276142607817654,0.0144459762164668,0,6664.76318359375,0.248616486787796,0.284383296966553,0.134378731250763
2005-02-16,0.234560504555702,0.0262247771024704,0,5.09723144298314e-05,0.208284757755667,0,6664.7890625,0.247998118400574,0.284380614757538,0.134379982948303
2005-02-17,0.11883120983839,0.0119490996003151,0,0.000206656764111777,0.106675452314603,0,6664.81494140625,0.247381329536438,0.284387648105621,0.134381279349327
2005-02-18,0.0509025529026985,0.00484435074031353,0,3.24578824575504e-06,0.0460549579887146,0,6664.8408203125,0.246766075491905,0.284399449825287,0.134382590651512
2005-02-19,0.157969191670418,0.0121233267709613,0,1.22120071897722e-06,0.145844649473711,0,6664.86669921875,0.246152326464653,0.284406244754791,0.134383887052536
2005-02-20,0.247617974877357,0.0225368347018957,0,6.37625229501092e-07,0.225080508379126,0,6664.892578125,0.245540097355843,0.284405887126923,0.134385153651237
2005-02-21,0.419069856405258,0.0484870821237564,0,0,0.370582761452004,0,6664.91845703125,0.244929373264313,0.284387767314911,0.134386345744133
2005-02-22,0.636006474494934,0.0904989466071129,0,8.25479669674532e-07,0.545506693899301,0,6664.9443359375,0.349079936742783,0.28434094786644,0.134387403726578
2005-02-23,0.432127565145493,0.050078634172678,0.317151386022883,8.81364456290658e-05,0.0648094036961993,0,6664.97021484375,0.260132640600204,0.287149101495743,0.134388595819473
2005-02-24,0.318433314561844,0.0358213037252426,0.247469921620334,3.60847541377984e-05,0.035106001080967,0,6664.99609375,0.254536241292953,0.287140786647797,0.134389847517014
2005-02-25,0.330503463745117,0.039425153285265,0.176547980128573,0.000123712166875352,0.114406612769038,0,6665.02197265625,0.2503722012043,0.287129521369934,0.134391099214554
2005-02-26,0.830170571804047,0.131540775299072,0.698628593144064,1.16839301410029e-06,0,0,6665.0478515625,0.235785573720932,0.287055045366287,0.134392067790031
2005-02-27,0.743099391460419,0.131794080138206,0.611297075575048,8.24067467325544e-06,0,0,6665.07373046875,0.223041623830795,0.286979168653488,0.134393036365509
2005-02-28,0.858414471149445,0.155877321958542,0.702343153071755,0.000194034976324871,0,0,6665.099609375,0.209796443581581,0.286885768175125,0.134393945336342
2005-03-01,0.803266763687134,0.135905519127846,0.667357470685078,3.7540677252005e-06,0,0,6665.12548828125,0.195954173803329,0.286804854869843,0.134394899010658
2005-03-02,0.474389046430588,0.08017847687006,0.394201444594485,9.12021000645921e-06,0,0,6665.1513671875,0.187689289450645,0.286760777235031,0.134396016597748
2005-03-03,0.504153311252594,0.0939691066741943,0.410145580768585,3.86451287899379e-05,0,0,6665.17724609375,0.179437726736069,0.28670659661293,0.134397089481354
2005-03-04,0.413949012756348,0.0671673268079758,0.339298337697983,1.26081424661058e-05,0.00747075473623577,0,6665.203125,0.172205492854118,0.286669999361038,0.134398236870766
2005-03-05,0.764746129512787,0.171641871333122,0.593094944953918,9.26866673757923e-06,0,0,6665.22900390625,0.159974932670593,0.286561459302902,0.134399086236954
2005-03-06,0.913867831230164,0.270432084798813,0.643435776233673,0,0,0,6665.2548828125,0.14670829474926,0.286384463310242,0.134399637579918
2005-03-07,0.797804713249207,0.235489100217819,0.56231564283371,0,0,0,6665.28076171875,0.135097086429596,0.286230176687241,0.13440029323101
2005-03-08,0.708513855934143,0.209361582994461,0.499149113893509,3.17620232657151e-06,0,0,6665.306640625,0.124795086681843,0.286092728376389,0.134401023387909
2005-03-09,0.784442067146301,0.269320845603943,0.515121221542358,0,0,0,6665.33251953125,0.114182263612747,0.285913497209549,0.134401574730873
2005-03-10,0.444508522748947,0.151248708367348,0.292981684207916,0.000278138625592607,0,0,6665.3583984375,0.110051706433296,0.285813927650452,0.134402468800545
2005-03-11,0.398391842842102,0.120274752378464,0.276349812746048,5.05980880793536e-06,0.00176221777235819,0,6665.38427734375,0.104250997304916,0.285735160112381,0.134403452277184
2005-03-12,0.427532553672791,0.138691022992134,0.288841515779495,0,0,0,6665.41015625,0.0982148721814156,0.285643339157104,0.134404391050339
2005-03-13,0.612261235713959,0.258208394050598,0.354050904512405,1.94591237752131e-06,0,0,6665.43603515625,0.0908983647823334,0.28546941280365,0.134404972195625
2005-03-14,0.391829401254654,0.179366931319237,0.212457373738289,5.0818401324781e-06,0,0,6665.4619140625,0.0864573419094086,0.285348653793335,0.13440577685833
2005-03-15,0.883356809616089,0.499220848083496,0.384135961532593,8.82081530167065e-09,0,0,6665.48779296875,0.0785596147179604,0.285009264945984,0.134405627846718
2005-03-16,0.0514111183583736,0.0307871680706739,0.0206231493502855,7.99860754552002e-07,0,0,6665.513671875,0.0779946744441986,0.284988880157471,0.134406864643097
2005-03-17,0.521399080753326,0.294435352087021,0.226891294121742,7.24039980915601e-05,0,0,6665.53955078125,0.0735948160290718,0.284788548946381,0.134407311677933
2005-03-18,0.649053335189819,0.380133301019669,0.26891753077507,2.51180942090753e-06,0,0,6665.5654296875,0.0680420771241188,0.284529358148575,0.134407505393028
2005-03-19,0.575474441051483,0.366371989250183,0.209098130464554,4.35375039480222e-06,0,0,6665.59130859375,0.0637078508734703,0.284279078245163,0.134407728910446
2005-03-20,0.876939654350281,0.61698055267334,0.259862244129181,9.68617820450005e-05,0,0,6665.6171875,0.0586232133209705,0.283857434988022,0.134407207369804
2005-03-21,0.320991694927216,0.228112906217575,0.0927448570728302,0.000133917564264398,0,0,6665.64306640625,0.0575577765703201,0.28370076417923,0.134407833218575
2005-03-22,0.627378225326538,0.461970776319504,0.165402725338936,4.70756340630331e-06,0,0,6665.6689453125,0.0541235320270061,0.283384442329407,0.134407743811607
2005-03-23,0.627549111843109,0.471555858850479,0.15599037706852,2.88555222746265e-06,0,0,6665.69482421875,0.0508788973093033,0.283061295747757,0.134407624602318
2005-03-24,0.634492039680481,0.469107538461685,0.165384501218796,0,0,0,6665.720703125,0.0474446676671505,0.282739549875259,0.134407490491867
2005-03-25,1.04092478752136,0.853620707988739,0.187280967831612,2.30915216307402e-05,0,0,6665.74658203125,0.0436320826411247,0.282155215740204,0.134406164288521
2005-03-26,1.10008418560028,0.922236979007721,0.177813604474068,3.36028406418481e-05,0,0,6665.7724609375,0.040035467594862,0.281523823738098,0.134404599666595
2005-03-27,1.14801394939423,0.995310366153717,0.152695491909981,8.15642750043108e-06,0,0,6665.79833984375,0.0368987508118153,0.280842334032059,0.13440278172493
2005-03-28,0.969355940818787,0.83531790971756,0.134029820561409,8.2319674286713e-06,0,0,6665.82421875,0.0341432653367519,0.280269771814346,0.134401425719261
2005-03-29,0.94360077381134,0.828207671642303,0.115393094718456,0,0,0,6665.85009765625,0.0317504890263081,0.279701888561249,0.134400069713593
2005-03-30,1.319091796875,1.1996294260025,0.119448103010654,1.42709435120042e-05,0,0,6665.8759765625,0.0293081309646368,0.278880625963211,0.134397491812706
2005-03-31,1.09226942062378,0.996294736862183,0.0959661602973938,8.63367269213392e-06,0,0,6665.90185546875,0.0273327883332968,0.278197914361954,0.13439553976059
2005-04-01,1.05086135864258,0.952961564064026,0.0961558222770691,0.00174408691603797,0,0,6665.927734375,0.0287262108176947,0.277544647455215,0.13439367711544
2005-04-02,1.29956829547882,1.19560480117798,0.103349693119526,0.000613771813832038,0,0,6665.95361328125,0.0276061818003654,0.276726096868515,0.134391009807587
2005-04-03,1.38988995552063,1.29941689968109,0.0904631018638611,1.0055591354223e-05,0,0,6665.9794921875,0.0257451105862856,0.275836825370789,0.134387940168381
2005-04-04,1.7732013463974,1.68089187145233,0.0922861546278,2.33275211461098e-05,0,0,6666.00537109375,0.0238693449646235,0.274687379598618,0.134383603930473
2005-04-05,1.55562055110931,1.42089152336121,0.124125964939594,0.0106030745537589,0,0,6666.03125,0.0389914289116859,0.27371534705162,0.134379982948303
2005-04-06,2.09589719772339,1.94890761375427,0.146989673376083,0,0,0,6666.05712890625,0.035954661667347,0.272384524345398,0.134374678134918
2005-04-07,1.66397666931152,1.54730546474457,0.11582738161087,0.000843719744941513,0,0,6666.0830078125,0.0347737409174442,0.271327674388885,0.134370505809784
2005-04-08,0,0,0,0,0,0,6666.10888671875,0.263734579086304,0.271324872970581,0.134371727705002
2005-04-09,1.45717740058899,1.01077830791473,0.446394217919761,4.93758539172862e-06,0,0,6666.134765625,0.254157662391663,0.270653456449509,0.134369298815727
2005-04-10,2.19776916503906,1.61564767360687,0.582121382885485,0,0,0,6666.16064453125,0.241880744695663,0.269568979740143,0.13436484336853
2005-04-11,1.72587978839874,1.29693937301636,0.428940357264671,0,0,0,6666.1865234375,0.232698738574982,0.268701076507568,0.134361281991005
2005-04-12,1.51137101650238,1.11390399932861,0.396731022266789,0.000736027291390713,0,0,6666.21240234375,0.225437507033348,0.267957121133804,0.134358316659927
2005-04-13,2.18791198730469,1.68396186828613,0.503937035511467,1.31574506527398e-05,0,0,6666.23828125,0.214813247323036,0.266824215650558,0.134353369474411
2005-04-14,1.81107795238495,1.35676085948944,0.454317070766302,0,0,0,6666.26416015625,0.205191552639008,0.265913456678391,0.134349480271339
2005-04-15,2.22374105453491,1.74481821060181,0.478922729124415,0,0,0,6666.2900390625,0.19510155916214,0.264737784862518,0.134344130754471
2005-04-16,2.83519721031189,2.30089950561523,0.534258896754497,3.8822080858714e-05,0,0,6666.31591796875,0.1839709430933,0.263182699680328,0.134336739778519
2005-04-17,2.46880221366882,2.02694654464722,0.441855698823929,0,0,0,6666.341796875,0.174675345420837,0.261813908815384,0.134330034255981
2005-04-18,3.21249556541443,2.70025992393494,0.512124180793762,0.000111425096406583,0,0,6666.36767578125,0.164103627204895,0.259985953569412,0.134320840239525
2005-04-19,1.74173104763031,1.45202386379242,0.28969618678093,1.09814600965357e-05,0,0,6666.3935546875,0.157918050885201,0.259007751941681,0.134315878152847
2005-04-20,2.00024795532227,1.6655707359314,0.334663718938828,1.35316322628342e-05,0,0,6666.41943359375,0.15084832906723,0.257883667945862,0.134310111403465
2005-04-21,2.22315216064453,1.88784229755402,0.335273265838623,3.68187929393853e-05,0,0,6666.4453125,0.14380931854248,0.256608009338379,0.134303376078606
2005-04-22,2.50430512428284,2.15867638587952,0.343936413526535,0.00169219190096011,0,0,6666.47119140625,0.138329178094864,0.255147844552994,0.134295463562012
2005-04-23,1.9213330745697,1.6858069896698,0.235058501362801,0.000467592180168224,0,0,6666.4970703125,0.133943438529968,0.25400972366333,0.134289041161537
2005-04-24,2.55934381484985,2.26135468482971,0.297951251268387,3.78826609408059e-05,0,0,6666.52294921875,0.127690732479095,0.252479910850525,0.134280294179916
2005-04-25,2.81263995170593,2.5190794467926,0.293543756008148,1.67505538266429e-05,0,0,6666.548828125,0.121518701314926,0.250774949789047,0.134270235896111
2005-04-26,2.78460669517517,2.51020812988281,0.274398654699326,0,0,0,6666.57470703125,0.115728251636028,0.249076247215271,0.134259909391403
2005-04-27,2.77145910263062,2.5046215057373,0.266837626695633,0,0,0,6666.6005859375,0.110103480517864,0.247381404042244,0.134249374270439
2005-04-28,3.09646415710449,2.82674050331116,0.269723564386368,0,0,0,6666.62646484375,0.104435011744499,0.245468035340309,0.134237125515938
2005-04-29,3.31586289405823,3.04771709442139,0.268135875463486,1.00069069600619e-05,0,0,6666.65234375,0.098820723593235,0.243405044078827,0.134223520755768
2005-04-30,3.63373160362244,3.20370411872864,0.377790212631226,0.0522372734235009,0,0,6666.67822265625,0.13134802877903,0.241236701607704,0.134208813309669
2005-05-01,2.61937546730042,2.3549656867981,0.264409720897675,0,0,0,6666.7041015625,0.125732779502869,0.239648520946503,0.134197399020195
2005-05-02,3.36782073974609,3.05698752403259,0.310833096504211,0,0,0,6666.72998046875,0.119203016161919,0.237584561109543,0.134182319045067
2005-05-03,3.84817314147949,3.52031469345093,0.327858418226242,0,0,0,6666.755859375,0.112349011003971,0.235207289457321,0.134164437651634
2005-05-04,2.94070053100586,2.25269865989685,0.418607566121017,0.269394516312642,0,0,6666.78173828125,0.359578251838684,0.23369012773037,0.134152486920357
2005-05-05,0.421963959932327,0.338449031114578,0.0661879993556813,0.017326923285082,0,0,6666.8076171875,0.298327058553696,0.239195600152016,0.134151309728622
2005-05-06,3.16470623016357,2.69284749031067,0.471839059452453,1.97986275068445e-05,0,0,6666.83349609375,0.223578274250031,0.239620313048363,0.134138032793999
2005-05-07,2.90081191062927,2.47035527229309,0.43043873621092,1.7789893444668e-05,0,0,6666.859375,0.214426591992378,0.237962409853935,0.134125858545303
2005-05-08,3.10128426551819,2.64462852478027,0.456655647706896,0,0,0,6666.88525390625,0.204756870865822,0.23618645966053,0.134112477302551
2005-05-09,2.93449902534485,2.47967481613159,0.454824216716454,0,0,0,6666.9111328125,0.195148468017578,0.234522223472595,0.134099587798119
2005-05-10,2.24026083946228,1.86937665939331,0.357893891736187,0.0129903156497836,0,0,6666.93701171875,0.202778548002243,0.233271524310112,0.134089395403862
2005-05-11,3.4506151676178,2.93438076972961,0.516214445807944,2.00155896111046e-05,0,0,6666.962890625,0.191963389515877,0.231301188468933,0.134073346853256
2005-05-12,4.01131677627563,3.41376733779907,0.596296118657784,0.00125295792054065,0,0,6666.98876953125,0.180480405688286,0.229006826877594,0.1340541690588
2005-05-13,2.06767797470093,1.75484704971313,0.312813639640808,1.72606844269611e-05,0,0,6667.0146484375,0.17379803955555,0.227835267782211,0.134043380618095
2005-05-14,3.73537135124207,3.19676160812378,0.538567721843719,4.20527464783517e-05,0,0,6667.04052734375,0.162625730037689,0.225689023733139,0.134024187922478
2005-05-15,1.55778396129608,1.33277273178101,0.224228128790855,0.000783081149852405,0,0,6667.06640625,0.159204483032227,0.224802166223526,0.134015411138535
2005-05-16,0.616797208786011,0.432990610599518,0.0956446950431993,0.0881618677749583,0,0,6667.09228515625,0.383685499429703,0.232625126838684,0.134013444185257
2005-05-17,1.14462399482727,0.928821086883545,0.213450832227338,0.00235209215860009,0,0,6667.1181640625,0.286578059196472,0.235390052199364,0.134008377790451
2005-05-18,4.09098863601685,3.37011289596558,0.720784237150079,9.14562604607918e-05,0,0,6667.14404296875,0.271503090858459,0.233130380511284,0.133990824222565
2005-05-19,2.70161247253418,2.19272208213806,0.508859771566368,3.0436022557492e-05,0,0,6667.169921875,0.260676681995392,0.231668367981911,0.133978590369225
2005-05-20,2.39458608627319,1.93145895004272,0.463107169521642,2.0062433015936e-05,0,0,6667.19580078125,0.250786006450653,0.230383023619652,0.133967399597168
2005-05-21,3.29206395149231,2.60376811027527,0.671745450945238,0.016550216854073,0,0,6667.2216796875,0.251839399337769,0.228642508387566,0.133952379226685
2005-05-22,3.64624118804932,2.88093066215515,0.764905384245666,0.000405046021548302,0,0,6667.24755859375,0.236247971653938,0.226715788245201,0.133935332298279
2005-05-23,3.81942653656006,3.00817847251892,0.811208039228712,4.00519817229373e-05,0,0,6667.2734375,0.219463065266609,0.224703267216682,0.133916914463043
2005-05-24,4.03239774703979,3.14028763771057,0.891921315211876,0.000188717778905589,0,0,6667.29931640625,0.201223969459534,0.22260157763958,0.133897081017494
2005-05-25,2.35431742668152,1.80498826503754,0.547978798432539,0.00135049706431685,0,0,6667.3251953125,0.191626191139221,0.221401214599609,0.133884653449059
2005-05-26,3.37658071517944,2.57528758049011,0.800999791019814,0.000293333514689338,0,0,6667.35107421875,0.175417616963387,0.219681337475777,0.133867040276527
2005-05-27,2.47583937644958,1.85177564620972,0.612860349816092,0.0112033813579704,0,0,6667.376953125,0.178137600421906,0.218449011445045,0.133853569626808
2005-05-28,3.80414438247681,2.86079978942871,0.943316221237183,2.84251930892067e-05,0,0,6667.40283203125,0.158850938081741,0.216537773609161,0.133833184838295
2005-05-29,2.0993869304657,1.58369159698486,0.511627018451691,0.00406842988037086,0,0,6667.4287109375,0.154801428318024,0.21548618376255,0.133820831775665
2005-05-30,3.8060188293457,2.86312532424927,0.942650020122528,0.000243391964887735,0,0,6667.45458984375,0.135771706700325,0.213573858141899,0.133799389004707
2005-05-31,3.25625133514404,2.40165257453918,0.839411616325378,0.0151872464952059,0,0,6667.48046875,0.133875906467438,0.21197198331356,0.133780494332314
2005-06-01,3.2741265296936,2.48651933670044,0.787607252597809,0,0,0,6667.50634765625,0.117790080606937,0.210314527153969,0.133760303258896
2005-06-02,3.17663049697876,2.42558765411377,0.751042723655701,0,0,0,6667.5322265625,0.102475881576538,0.208697780966759,0.133740082383156
2005-06-03,3.13660883903503,2.43790364265442,0.698687732219696,1.73738964062406e-05,0,0,6667.55810546875,0.0882637724280357,0.207072794437408,0.133719205856323
2005-06-04,3.1277379989624,2.48483228683472,0.642887771129608,1.77922121823427e-05,0,0,6667.583984375,0.0752030834555626,0.205416619777679,0.133697330951691
2005-06-05,0.789438486099243,0.477094262838364,0.275502536254502,0.0368416866487788,0,0,6667.60986328125,0.252850025892258,0.205101385712624,0.133693128824234
2005-06-06,3.87460947036743,2.4912691116333,1.3833404511382,0,0,0,6667.6357421875,0.224544033408165,0.203457951545715,0.133670136332512
2005-06-07,4.15790843963623,2.58288717269897,1.57501242022703,9.11643664861819e-06,0,0,6667.66162109375,0.192486882209778,0.201752007007599,0.133645817637444
2005-06-08,2.66531825065613,1.59105336666107,1.04155839769971,0.032706396227073,0,0,6667.6875,0.219916760921478,0.200707793235779,0.133629575371742
2005-06-09,1.91450095176697,1.14664840698242,0.763376517672451,0.00447604219075396,0,0,6667.71337890625,0.21366985142231,0.199962243437767,0.133617520332336
2005-06-10,3.89508748054504,2.2714376449585,1.60971456624475,0.0139353670583531,0,0,6667.7392578125,0.195610880851746,0.198467299342155,0.133594378829002
2005-06-11,3.54058527946472,2.04158878326416,1.49727089310839,0.00172573891748296,0,0,6667.76513671875,0.167180448770523,0.1971255838871,0.133572742342949
2005-06-12,3.6900737285614,2.10553503036499,1.57272362709045,0.0118150816967746,0,0,6667.791015625,0.148041024804115,0.195739760994911,0.133550077676773
2005-06-13,3.23917603492737,1.94168937206268,1.28779864311218,0.00968816571044482,0,0,6667.81689453125,0.133537441492081,0.194463059306145,0.13352832198143
2005-06-14,3.17886996269226,2.05544900894165,1.12302148342133,0.000399347439330781,0,0,6667.8427734375,0.111216761171818,0.193111062049866,0.13350473344326
2005-06-15,3.00914788246155,2.04241466522217,0.966725707054138,7.40988808646157e-06,0,0,6667.86865234375,0.0916139632463455,0.191767156124115,0.133480727672577
2005-06-16,2.20162463188171,1.56914138793945,0.632466614246368,1.65704954702891e-05,0,0,6667.89453125,0.0787618309259415,0.190737053751945,0.133461236953735
2005-06-17,2.87720704078674,1.91394114494324,0.940828263759613,0.0224374756837585,0,0,6667.92041015625,0.0868010967969894,0.189478039741516,0.133437588810921
2005-06-18,2.83263516426086,2.01169109344482,0.820929408073425,1.44559040812883e-05,0,0,6667.9462890625,0.0701833441853523,0.188156470656395,0.133412227034569
2005-06-19,2.57964038848877,1.876256108284,0.699583411216736,0.00380076592501962,0,0,6667.97216796875,0.0603909641504288,0.186924055218697,0.13338802754879
2005-06-20,2.32552814483643,1.80130934715271,0.524028301239014,0.000190467721161386,0,0,6667.998046875,0.0499940812587738,0.185742035508156,0.133364021778107
2005-06-21,1.93800985813141,1.5449059009552,0.392781972885132,0.000322012328834075,0,0,6668.02392578125,0.0424456372857094,0.184729337692261,0.133342757821083
2005-06-22,2.31241226196289,1.90591061115265,0.406485825777054,1.56624331994722e-05,0,0,6668.0498046875,0.0342270694673061,0.183478564023972,0.133316710591316
2005-06-23,2.33443260192871,1.66696310043335,0.634743869304657,0.0327255639709163,0,0,6668.07568359375,0.0582120753824711,0.182385638356209,0.133293241262436
2005-06-24,2.13499879837036,1.64405965805054,0.490805685520172,0.000133516295251427,0,0,6668.1015625,0.0484080091118813,0.1813113540411,0.133269444108009
2005-06-25,0.549407422542572,0.449826210737228,0.0988029018044472,0.000778315651547285,0,0,6668.12744140625,0.0503764040768147,0.181018635630608,0.133262723684311
2005-06-26,0.547601997852325,0.300784051418304,0.226978988441255,0.0198389087457694,0,0,6668.1533203125,0.205587670207024,0.180823251605034,0.13325834274292
2005-06-27,2.73932456970215,1.62390649318695,1.11540681184363,1.11432757255816e-05,0,0,6668.17919921875,0.182780414819717,0.179778859019279,0.133233234286308
2005-06-28,2.2141227722168,1.23161232471466,0.869446886141799,0.113063534795109,0,0,6668.205078125,0.368114322423935,0.17918261885643,0.133213624358177
2005-06-29,3.91480875015259,2.18773674964905,1.55938758846482,0.16768426353911,0,0,6668.23095703125,0.265316098928452,0.185770973563194,0.133183851838112
2005-06-30,3.91916823387146,2.46129107475281,1.45785972609395,1.74971071368285e-05,0,0,6668.2568359375,0.235498294234276,0.184172362089157,0.133151397109032
2005-07-01,4.51354598999023,2.86094522476196,1.65252963613208,7.08821073174516e-05,0,0,6668.28271484375,0.201905727386475,0.18230901658535,0.13311330974102
2005-07-02,0.472549289464951,0.27320259809494,0.14321333166803,0.0561333620048185,0,0,6668.30859375,0.382626414299011,0.193240687251091,0.133110344409943
2005-07-03,4.60252714157104,3.0966317653656,1.50589544388088,0,0,0,6668.33447265625,0.257680803537369,0.194454789161682,0.133076101541519
2005-07-04,4.25273323059082,2.86258435249329,1.39012825350197,2.037092468623e-05,0,0,6668.3603515625,0.229238420724869,0.192575111985207,0.133045136928558
2005-07-05,4.3226056098938,2.97068428993225,1.35192141107963,0,0,0,6668.38623046875,0.201619192957878,0.190623566508293,0.133011981844902
2005-07-06,3.99404454231262,2.84169721603394,1.1523278528156,1.94456025170997e-05,0,0,6668.412109375,0.178081393241882,0.188758820295334,0.132978692650795
2005-07-07,4.29094982147217,3.22896599769592,1.06193256378174,5.14137127603137e-05,0,0,6668.43798828125,0.156437143683434,0.186638832092285,0.132939621806145
2005-07-08,3.76578712463379,2.90126848220825,0.86445164680481,6.7047495154249e-05,0,0,6668.4638671875,0.138811722397804,0.184736892580986,0.132903039455414
